orthogroup	cluster_index	family_member_count	tmd_count	support_n	support_fraction	proteins_with_multiple_tmds_in_cluster	median_alignment_start	median_alignment_end	start_min	start_max	start_range	start_mad	end_min	end_max	end_range	end_mad
orthogroup_136	6	10	10	10	1.0	0	181.0	195.0	180	182	2	0.0	194	198	4	0.0
orthogroup_151	1	10	10	10	1.0	0	6.0	23.0	6	7	1	0.0	22	24	2	0.0
orthogroup_151	2	10	10	10	1.0	0	52.0	69.0	50	53	3	0.5	67	69	2	0.0
orthogroup_151	3	10	10	10	1.0	0	91.0	107.0	91	93	2	0.0	107	107	0	0.0
orthogroup_151	4	10	10	10	1.0	0	139.0	162.0	139	140	1	0.0	161	162	1	0.0
orthogroup_151	5	10	10	10	1.0	0	168.0	183.0	168	169	1	0.0	183	183	0	0.0
orthogroup_151	6	10	10	10	1.0	0	186.0	202.0	186	187	1	0.0	202	202	0	0.0
orthogroup_151	7	10	10	10	1.0	0	209.0	225.0	209	209	0	0.0	224	225	1	0.0
orthogroup_156	1	10	10	10	1.0	0	16.0	32.0	16	16	0	0.0	30	32	2	0.0
orthogroup_156	2	10	10	10	1.0	0	43.5	58.0	43	44	1	0.5	57	58	1	0.0
orthogroup_156	3	10	10	10	1.0	0	60.0	77.0	60	61	1	0.0	77	79	2	0.0
orthogroup_156	4	10	10	10	1.0	0	118.0	134.0	118	119	1	0.0	134	135	1	0.0
orthogroup_156	5	10	10	10	1.0	0	145.0	161.0	145	145	0	0.0	159	161	2	0.0
orthogroup_156	6	10	10	10	1.0	0	168.0	182.0	168	169	1	0.0	182	183	1	0.0
orthogroup_156	7	10	10	10	1.0	0	207.0	224.0	203	210	7	0.0	223	224	1	0.0
orthogroup_156	8	10	10	10	1.0	0	662.0	685.0	658	666	8	1.0	684	686	2	0.0
orthogroup_158	1	10	10	10	1.0	0	15.0	35.0	15	19	4	0.0	35	38	3	0.0
orthogroup_158	2	10	10	10	1.0	0	59.5	76.0	57	60	3	0.5	76	77	1	0.0
orthogroup_158	3	10	10	10	1.0	0	82.0	94.0	81	82	1	0.0	94	95	1	0.0
orthogroup_158	4	10	10	10	1.0	0	108.5	123.0	108	109	1	0.5	122	123	1	0.0
orthogroup_158	5	10	10	10	1.0	0	143.0	156.0	141	143	2	0.0	153	156	3	0.0
orthogroup_158	6	10	10	10	1.0	0	180.5	196.0	180	181	1	0.5	195	196	1	0.0
orthogroup_158	7	10	10	10	1.0	0	199.0	212.5	198	200	2	0.0	212	215	3	0.5
orthogroup_158	8	10	10	10	1.0	0	258.0	275.0	257	259	2	0.0	275	276	1	0.0
orthogroup_158	9	10	10	10	1.0	0	299.0	308.0	297	299	2	0.0	308	308	0	0.0
orthogroup_158	10	10	10	10	1.0	0	310.0	319.0	310	310	0	0.0	319	320	1	0.0
orthogroup_158	11	10	10	10	1.0	0	337.0	349.0	336	337	1	0.0	349	352	3	0.0
orthogroup_158	12	10	10	10	1.0	0	359.0	372.0	359	361	2	0.0	371	372	1	0.0
orthogroup_158	13	10	10	10	1.0	0	387.0	399.0	386	387	1	0.0	399	399	0	0.0
orthogroup_158	14	10	10	10	1.0	0	403.0	419.0	403	404	1	0.0	419	420	1	0.0
orthogroup_158	15	10	10	10	1.0	0	429.0	440.0	428	429	1	0.0	440	442	2	0.0
orthogroup_190	1	10	10	10	1.0	0	4.0	17.0	3	10	7	0.0	17	19	2	0.0
orthogroup_190	2	10	10	10	1.0	0	32.0	46.0	32	33	1	0.0	46	50	4	0.0
orthogroup_190	3	10	10	10	1.0	0	66.0	83.5	66	66	0	0.0	83	86	3	0.5
orthogroup_190	4	10	10	10	1.0	0	93.0	122.0	93	94	1	0.0	122	123	1	0.0
orthogroup_190	5	10	10	10	1.0	0	133.0	153.0	132	133	1	0.0	152	153	1	0.0
orthogroup_190	6	10	10	10	1.0	0	160.0	178.0	159	160	1	0.0	174	182	8	0.5
orthogroup_203	1	10	10	10	1.0	0	11.0	29.0	11	11	0	0.0	29	29	0	0.0
orthogroup_203	2	10	10	10	1.0	0	44.0	61.0	43	44	1	0.0	61	61	0	0.0
orthogroup_203	3	10	10	10	1.0	0	89.0	107.0	89	89	0	0.0	107	108	1	0.0
orthogroup_203	4	10	10	10	1.0	0	140.0	156.0	140	141	1	0.0	155	156	1	0.0
orthogroup_203	5	10	10	10	1.0	0	169.0	183.0	167	169	2	0.0	183	183	0	0.0
orthogroup_203	6	10	10	10	1.0	0	219.0	236.0	219	219	0	0.0	236	239	3	0.0
orthogroup_203	7	10	9	9	0.9	0	246.0	265.0	245	247	2	1.0	264	267	3	0.0
orthogroup_210	1	10	10	10	1.0	0	32.0	47.0	24	32	8	0.0	45	51	6	0.0
orthogroup_210	2	10	10	10	1.0	0	61.0	78.0	60	62	2	1.0	74	79	5	0.0
orthogroup_210	3	10	10	10	1.0	0	105.0	125.0	105	106	1	0.0	123	125	2	0.0
orthogroup_210	4	10	10	10	1.0	0	137.0	158.0	136	139	3	1.0	156	159	3	1.0
orthogroup_210	5	10	10	10	1.0	0	170.0	187.0	167	170	3	0.0	187	187	0	0.0
orthogroup_210	6	10	10	10	1.0	0	193.0	211.0	192	193	1	0.0	210	213	3	0.5
orthogroup_210	9	10	10	10	1.0	0	289.0	306.0	289	289	0	0.0	305	306	1	0.0
orthogroup_210	10	10	10	10	1.0	0	312.0	329.0	312	312	0	0.0	329	329	0	0.0
orthogroup_210	11	10	10	10	1.0	0	356.0	377.0	355	357	2	0.0	377	378	1	0.0
orthogroup_210	12	10	10	10	1.0	0	382.0	403.0	382	384	2	0.0	402	404	2	0.0
orthogroup_245	1	10	10	10	1.0	0	16.0	33.0	13	16	3	0.0	33	37	4	0.0
orthogroup_245	2	10	10	10	1.0	0	63.0	80.0	57	64	7	0.5	77	80	3	0.0
orthogroup_245	3	10	10	10	1.0	0	92.0	105.0	90	92	2	0.0	101	105	4	0.0
orthogroup_245	4	10	10	10	1.0	0	152.0	166.0	151	152	1	0.0	165	167	2	0.0
orthogroup_245	8	10	10	10	1.0	0	292.0	308.0	292	296	4	0.0	308	310	2	0.0
orthogroup_245	10	10	10	10	1.0	0	348.0	367.0	347	351	4	1.0	367	370	3	0.0
orthogroup_245	11	10	8	8	0.8	0	378.0	391.0	378	380	2	0.0	390	391	1	0.0
orthogroup_255	1	10	10	10	1.0	0	314.0	331.0	311	318	7	0.0	331	334	3	0.0
orthogroup_255	2	10	10	10	1.0	0	364.0	377.0	352	368	16	0.5	377	378	1	0.0
orthogroup_255	3	10	10	10	1.0	0	385.0	396.0	385	386	1	0.0	396	397	1	0.0
orthogroup_255	4	10	10	10	1.0	0	403.0	421.0	403	403	0	0.0	417	421	4	0.0
orthogroup_255	8	10	10	10	1.0	0	518.5	536.5	518	520	2	0.5	536	537	1	0.5
orthogroup_255	10	10	10	10	1.0	0	577.5	596.5	576	578	2	0.5	593	597	4	0.5
orthogroup_255	12	10	10	10	1.0	0	620.0	643.0	619	622	3	0.5	641	645	4	2.0
orthogroup_269	1	10	10	10	1.0	0	36.0	50.0	35	37	2	0.0	49	51	2	0.5
orthogroup_269	2	10	10	10	1.0	0	60.0	78.0	60	61	1	0.0	77	80	3	1.0
orthogroup_269	3	10	10	10	1.0	0	87.0	102.0	87	88	1	0.0	101	104	3	1.0
orthogroup_274	1	10	10	10	1.0	0	8.0	27.0	8	8	0	0.0	27	27	0	0.0
orthogroup_274	2	10	10	10	1.0	0	60.0	79.0	59	60	1	0.0	78	80	2	0.0
orthogroup_274	3	10	10	10	1.0	0	91.0	108.0	91	92	1	0.0	108	109	1	0.0
orthogroup_274	4	10	10	10	1.0	0	121.5	140.0	121	123	2	0.5	140	141	1	0.0
orthogroup_274	5	10	10	10	1.0	0	164.5	183.0	163	166	3	0.5	182	183	1	0.0
orthogroup_274	6	10	10	10	1.0	0	218.0	241.0	218	220	2	0.0	240	241	1	0.0
orthogroup_274	7	10	10	10	1.0	0	252.0	269.0	251	252	1	0.0	268	271	3	0.0
orthogroup_274	8	10	10	10	1.0	0	281.0	302.0	281	282	1	0.0	301	302	1	0.0
orthogroup_276	1	10	10	10	1.0	0	29.0	49.0	28	30	2	0.0	48	51	3	0.5
orthogroup_276	2	10	10	10	1.0	0	70.0	92.0	70	70	0	0.0	91	92	1	0.0
orthogroup_276	3	10	10	10	1.0	0	109.0	126.0	108	109	1	0.0	125	126	1	0.0
orthogroup_276	4	10	10	10	1.0	0	155.0	176.0	154	156	2	0.0	176	176	0	0.0
orthogroup_276	5	10	10	10	1.0	0	197.0	217.0	197	197	0	0.0	217	218	1	0.0
orthogroup_276	6	10	10	10	1.0	0	245.0	265.0	242	246	4	0.0	265	265	0	0.0
orthogroup_276	7	10	10	10	1.0	0	282.0	298.0	282	282	0	0.0	298	301	3	0.0
orthogroup_276	8	10	10	10	1.0	0	314.0	334.0	313	314	1	0.0	334	336	2	0.0
orthogroup_276	9	10	10	10	1.0	0	348.0	367.0	348	349	1	0.0	366	367	1	0.0
orthogroup_276	10	10	10	10	1.0	0	383.0	402.0	383	383	0	0.0	401	403	2	0.5
orthogroup_276	11	10	10	10	1.0	0	420.5	437.0	420	421	1	0.5	437	438	1	0.0
orthogroup_276	12	10	10	10	1.0	0	464.0	485.0	461	465	4	0.0	484	485	1	0.0
orthogroup_276	13	10	10	10	1.0	0	558.0	575.0	558	559	1	0.0	574	576	2	0.0
orthogroup_276	14	10	10	10	1.0	0	586.0	603.0	586	588	2	0.0	602	604	2	0.0
orthogroup_277	1	10	10	10	1.0	0	30.5	47.5	30	31	1	0.5	47	48	1	0.5
orthogroup_277	2	10	10	10	1.0	0	71.0	88.0	70	72	2	1.0	87	88	1	0.0
orthogroup_277	3	10	10	10	1.0	0	101.0	117.0	100	101	1	0.0	117	117	0	0.0
orthogroup_277	4	10	10	10	1.0	0	146.0	165.0	145	146	1	0.0	165	165	0	0.0
orthogroup_277	5	10	10	10	1.0	0	181.0	201.0	181	181	0	0.0	201	201	0	0.0
orthogroup_278	1	10	10	10	1.0	0	31.0	48.0	31	31	0	0.0	47	48	1	0.0
orthogroup_278	2	10	10	10	1.0	0	60.0	77.0	59	61	2	0.0	77	79	2	0.0
orthogroup_278	3	10	10	10	1.0	0	92.0	109.0	91	93	2	0.0	107	109	2	0.0
orthogroup_279	1	10	10	10	1.0	0	14.5	32.5	14	17	3	0.5	30	36	6	0.5
orthogroup_279	2	10	10	10	1.0	0	51.5	65.0	49	52	3	0.5	64	65	1	0.0
orthogroup_279	3	10	10	10	1.0	0	80.0	98.0	80	81	1	0.0	97	100	3	1.0
orthogroup_279	4	10	10	10	1.0	0	123.0	146.0	119	123	4	0.0	143	146	3	0.0
orthogroup_279	5	10	10	10	1.0	0	155.0	175.0	155	158	3	0.0	173	175	2	0.0
orthogroup_279	6	10	10	10	1.0	0	188.0	207.0	188	190	2	0.0	207	208	1	0.0
orthogroup_279	7	10	10	10	1.0	0	263.0	283.0	262	264	2	0.0	283	284	1	0.0
orthogroup_288	1	10	10	10	1.0	0	11.0	27.0	10	13	3	0.0	27	27	0	0.0
orthogroup_288	2	10	10	10	1.0	0	37.0	59.0	34	37	3	0.0	59	63	4	0.0
orthogroup_288	3	10	10	10	1.0	0	78.0	87.0	61	79	18	0.5	76	88	12	0.5
orthogroup_288	4	10	10	10	1.0	0	89.0	104.0	89	90	1	0.0	103	105	2	0.0
orthogroup_288	5	10	10	10	1.0	0	133.0	143.0	128	133	5	0.0	143	143	0	0.0
orthogroup_288	6	10	10	10	1.0	0	153.0	170.0	153	153	0	0.0	170	170	0	0.0
orthogroup_288	7	10	10	10	1.0	0	222.0	240.5	214	222	8	0.0	239	243	4	1.5
orthogroup_288	8	10	10	10	1.0	0	247.0	259.0	247	248	1	0.0	259	262	3	0.0
orthogroup_288	9	10	10	10	1.0	0	269.0	284.0	269	270	1	0.0	283	284	1	0.0
orthogroup_288	10	10	10	10	1.0	0	298.0	317.0	298	298	0	0.0	316	317	1	0.0
orthogroup_288	11	10	10	10	1.0	0	330.0	349.0	329	332	3	0.0	349	349	0	0.0
orthogroup_288	12	10	10	10	1.0	0	382.0	402.0	379	385	6	0.5	399	404	5	0.5
orthogroup_299	1	10	10	10	1.0	0	7.0	25.0	7	7	0	0.0	25	25	0	0.0
orthogroup_299	2	10	10	10	1.0	0	56.0	72.0	56	56	0	0.0	71	72	1	0.0
orthogroup_299	3	10	10	10	1.0	0	83.0	98.0	83	83	0	0.0	98	98	0	0.0
orthogroup_299	4	10	10	10	1.0	0	116.0	130.0	116	116	0	0.0	130	132	2	0.0
orthogroup_299	5	10	10	10	1.0	0	157.0	171.0	156	158	2	0.0	171	172	1	0.0
orthogroup_299	6	10	10	10	1.0	0	181.0	193.5	181	183	2	0.0	193	195	2	0.5
orthogroup_299	7	10	10	10	1.0	0	206.5	220.5	206	207	1	0.5	220	221	1	0.5
orthogroup_299	8	10	10	10	1.0	0	234.0	248.0	234	234	0	0.0	248	248	0	0.0
orthogroup_299	9	10	10	10	1.0	0	254.0	272.0	254	254	0	0.0	272	272	0	0.0
orthogroup_299	10	10	10	10	1.0	0	304.0	319.0	304	305	1	0.0	319	321	2	0.0
orthogroup_301	1	10	9	9	0.9	0	15.0	29.0	15	15	0	0.0	29	29	0	0.0
orthogroup_301	2	10	10	10	1.0	0	53.5	67.5	53	54	1	0.5	67	68	1	0.5
orthogroup_301	3	10	10	10	1.0	0	78.0	92.0	78	79	1	0.0	92	92	0	0.0
orthogroup_301	4	10	10	10	1.0	0	121.0	130.0	120	121	1	0.0	130	130	0	0.0
orthogroup_301	5	10	10	10	1.0	0	148.0	163.0	148	151	3	0.0	163	163	0	0.0
orthogroup_301	6	10	10	10	1.0	0	169.0	183.0	169	169	0	0.0	183	183	0	0.0
orthogroup_301	7	10	10	10	1.0	0	189.0	206.0	189	189	0	0.0	205	206	1	0.0
orthogroup_301	8	10	10	10	1.0	0	280.0	294.0	280	282	2	0.0	294	296	2	0.0
orthogroup_301	9	10	10	10	1.0	0	311.0	328.0	311	311	0	0.0	328	328	0	0.0
orthogroup_301	10	10	10	10	1.0	0	349.0	360.5	349	350	1	0.0	360	361	1	0.5
orthogroup_305	1	10	10	10	1.0	0	9.0	24.0	7	9	2	0.0	23	26	3	0.0
orthogroup_305	2	10	10	10	1.0	0	34.0	52.5	33	34	1	0.0	51	53	2	0.5
orthogroup_305	3	10	10	10	1.0	0	63.0	77.0	63	63	0	0.0	77	77	0	0.0
orthogroup_305	4	10	10	10	1.0	0	86.0	107.0	86	86	0	0.0	106	107	1	0.0
orthogroup_305	5	10	10	10	1.0	0	134.0	148.0	133	134	1	0.0	147	148	1	0.0
orthogroup_315	1	10	10	10	1.0	0	30.0	47.0	30	30	0	0.0	47	47	0	0.0
orthogroup_315	2	10	10	10	1.0	0	85.0	101.0	85	86	1	0.0	99	101	2	0.0
orthogroup_315	3	10	10	10	1.0	0	111.0	129.0	110	111	1	0.0	128	131	3	1.0
orthogroup_315	4	10	10	10	1.0	0	151.0	167.0	151	153	2	0.0	167	167	0	0.0
orthogroup_318	1	10	10	10	1.0	0	21.5	38.0	21	22	1	0.5	38	38	0	0.0
orthogroup_318	2	10	10	10	1.0	0	47.0	63.0	47	48	1	0.0	63	64	1	0.0
orthogroup_318	3	10	10	10	1.0	0	71.0	82.5	70	72	2	0.5	82	83	1	0.5
orthogroup_318	4	10	10	10	1.0	0	96.0	113.0	95	96	1	0.0	112	113	1	0.0
orthogroup_318	5	10	10	10	1.0	0	129.0	145.0	129	131	2	0.0	142	145	3	0.0
orthogroup_318	6	10	10	10	1.0	0	164.0	183.0	164	166	2	0.0	180	183	3	0.0
orthogroup_318	7	10	10	10	1.0	0	187.0	204.5	187	187	0	0.0	203	206	3	1.0
orthogroup_318	8	10	10	10	1.0	0	243.0	262.0	242	243	1	0.0	260	263	3	0.0
orthogroup_318	9	10	10	10	1.0	0	282.0	295.0	279	283	4	0.5	291	295	4	0.0
orthogroup_318	10	10	9	9	0.9	0	297.0	306.0	293	297	4	0.0	305	307	2	0.0
orthogroup_318	12	10	10	10	1.0	0	347.0	361.0	347	348	1	0.0	358	361	3	0.0
orthogroup_318	13	10	10	10	1.0	0	382.0	392.5	381	384	3	0.5	391	394	3	0.5
orthogroup_318	14	10	10	10	1.0	0	408.0	422.0	405	408	3	0.0	419	422	3	0.0
orthogroup_329	1	10	10	10	1.0	0	56.0	72.0	49	56	7	0.0	72	74	2	0.0
orthogroup_329	2	10	10	10	1.0	0	79.0	97.0	78	79	1	0.0	97	97	0	0.0
orthogroup_329	3	10	10	10	1.0	0	241.0	258.0	239	241	2	0.0	258	259	1	0.0
orthogroup_329	4	10	10	10	1.0	0	272.0	286.0	271	272	1	0.0	284	290	6	0.0
orthogroup_329	5	10	10	10	1.0	0	704.0	724.0	704	704	0	0.0	724	724	0	0.0
orthogroup_329	6	10	10	10	1.0	0	733.0	750.0	731	733	2	0.0	750	750	0	0.0
orthogroup_329	7	10	10	10	1.0	0	778.0	795.5	777	779	2	0.0	795	798	3	0.5
orthogroup_329	8	10	10	10	1.0	0	811.0	827.0	809	812	3	0.0	827	828	1	0.0
orthogroup_329	9	10	10	10	1.0	0	844.0	861.0	840	844	4	0.0	861	866	5	0.0
orthogroup_329	10	10	10	10	1.0	0	879.0	895.0	877	879	2	0.0	893	896	3	1.0
orthogroup_377	1	10	9	9	0.9	0	62.0	91.0	61	62	1	0.0	90	91	1	0.0
orthogroup_377	2	10	9	9	0.9	0	108.0	122.0	108	109	1	0.0	121	122	1	0.0
orthogroup_377	3	10	10	10	1.0	0	200.0	225.0	196	207	11	0.0	224	225	1	0.0
orthogroup_377	4	10	10	10	1.0	0	236.0	249.0	235	236	1	0.0	249	253	4	0.0
orthogroup_379	1	10	10	10	1.0	0	41.0	58.0	41	41	0	0.0	56	59	3	0.0
orthogroup_379	2	10	10	10	1.0	0	94.0	116.5	90	97	7	0.5	115	118	3	1.0
orthogroup_379	3	10	10	10	1.0	0	152.0	173.0	152	152	0	0.0	172	173	1	0.0
orthogroup_379	4	10	10	10	1.0	0	198.0	215.0	194	198	4	0.0	215	216	1	0.0
orthogroup_380	1	10	10	10	1.0	0	11.0	25.0	9	12	3	0.0	24	25	1	0.0
orthogroup_380	2	10	10	10	1.0	0	31.0	49.0	30	31	1	0.0	47	49	2	0.0
orthogroup_380	3	10	10	10	1.0	0	62.0	76.0	62	63	1	0.0	76	79	3	0.0
orthogroup_380	4	10	10	10	1.0	0	108.0	125.0	107	110	3	0.0	125	125	0	0.0
orthogroup_380	5	10	10	10	1.0	0	192.0	209.0	189	192	3	0.0	206	209	3	0.0
orthogroup_380	6	10	10	10	1.0	0	226.0	247.0	225	228	3	0.0	247	248	1	0.0
orthogroup_380	7	10	10	10	1.0	0	277.0	291.0	276	277	1	0.0	291	291	0	0.0
orthogroup_380	8	10	10	10	1.0	0	296.0	310.0	294	297	3	0.5	309	311	2	0.5
orthogroup_386	1	10	10	10	1.0	0	8.0	23.0	8	8	0	0.0	23	24	1	0.0
orthogroup_386	2	10	10	10	1.0	0	29.0	45.0	29	29	0	0.0	45	45	0	0.0
orthogroup_386	3	10	10	10	1.0	0	55.0	70.0	55	56	1	0.0	69	71	2	1.0
orthogroup_386	4	10	10	10	1.0	0	86.0	100.0	85	87	2	0.0	98	100	2	0.0
orthogroup_386	5	10	10	10	1.0	0	112.0	129.0	112	112	0	0.0	129	129	0	0.0
orthogroup_386	6	10	10	10	1.0	0	142.0	160.0	141	142	1	0.0	160	160	0	0.0
orthogroup_386	7	10	10	10	1.0	0	179.0	196.0	178	179	1	0.0	196	199	3	0.0
orthogroup_386	8	10	10	10	1.0	0	206.0	226.0	206	207	1	0.0	226	229	3	0.0
orthogroup_386	9	10	10	10	1.0	0	248.0	265.0	247	248	1	0.0	263	265	2	0.0
orthogroup_407	1	10	10	10	1.0	0	27.0	45.0	25	28	3	0.0	44	45	1	0.0
orthogroup_407	2	10	10	10	1.0	0	66.0	81.0	50	68	18	0.5	79	82	3	1.0
orthogroup_407	3	10	10	10	1.0	0	92.0	109.0	91	94	3	0.5	107	109	2	0.0
orthogroup_407	4	10	10	10	1.0	0	170.0	186.0	169	170	1	0.0	186	186	0	0.0
orthogroup_414	1	10	10	10	1.0	0	8.0	25.0	7	8	1	0.0	24	25	1	0.0
orthogroup_414	2	10	10	10	1.0	0	45.0	60.0	44	45	1	0.0	60	62	2	0.0
orthogroup_414	3	10	10	10	1.0	0	78.0	95.0	78	78	0	0.0	95	95	0	0.0
orthogroup_414	4	10	10	10	1.0	0	102.0	120.0	102	102	0	0.0	120	120	0	0.0
orthogroup_414	5	10	10	10	1.0	0	134.0	153.0	133	135	2	0.0	152	153	1	0.0
orthogroup_414	6	10	10	10	1.0	0	166.0	185.0	165	167	2	1.0	185	185	0	0.0
orthogroup_453	1	10	10	10	1.0	0	13.0	30.0	13	14	1	0.0	29	30	1	0.0
orthogroup_453	2	10	10	10	1.0	0	40.0	58.0	39	41	2	0.0	58	58	0	0.0
orthogroup_453	3	10	10	10	1.0	0	83.0	99.0	81	83	2	0.0	98	99	1	0.0
orthogroup_453	4	10	10	10	1.0	0	108.0	122.0	107	108	1	0.0	122	123	1	0.0
orthogroup_453	5	10	10	10	1.0	0	137.0	151.0	134	137	3	0.0	150	152	2	1.0
orthogroup_453	6	10	10	10	1.0	0	158.5	173.0	158	159	1	0.5	173	173	0	0.0
orthogroup_453	7	10	10	10	1.0	0	185.0	201.5	183	186	3	1.0	200	202	2	0.5
orthogroup_453	8	10	10	10	1.0	0	222.0	238.0	221	222	1	0.0	237	238	1	0.0
